Cuyabrito;marzo 31, 2014;Número;2967;Favorito;6308
Dorado Dia;marzo 31, 2014;Número;4965;Favorito;7326
Dorado Tarde;marzo 31, 2014;Número;5686;Favorito;4107
Paisita 1;marzo 31, 2014;Número;0302;Favorito;9354
Paisita 2;marzo 31, 2014;Número;4600;Favorito;6492
Pijao;marzo 31, 2014;Número;8705;Favorito;8314
Play Four Dia;marzo 31, 2014;Número;5742;Favorito;6705
Play Four Noche;marzo 31, 2014;Número;5871;Favorito;2693
Tolima;marzo 31, 2014;Número;0895;Favorito;0671;Serie;058;Plan de premios;Secos
Astro Luna;abril 01, 2014;Número;3330;Favorito;7829;Signo;Cancer;Signo Favorito;Escorpion
Astro Sol;abril 01, 2014;Número;5810;Favorito;9567;Signo;Cancer;Signo Favorito;Sagitario
Cafeterito Noche;abril 01, 2014;Número;3863;Favorito;4812
Cafeterito Tarde;abril 01, 2014;Número;5217;Favorito;0941
Cash Dia;abril 01, 2014;Número;556;Favorito;4318
Cash Noche;abril 01, 2014;Número;797;Favorito;2310
Chontico Día;abril 01, 2014;Número;0014;Favorito;7895
Chontico Noche;abril 01, 2014;Número;2888;Favorito;9763
Cruz Roja;abril 01, 2014;Número;5366;Favorito;0547;Serie;111;Plan de premios;Secos
Cuyabrito;abril 01, 2014;Número;1156;Favorito;4308
Dorado Dia;abril 01, 2014;Número;0422;Favorito;4736
Dorado Tarde;abril 01, 2014;Número;3721;Favorito;8407
Huila;abril 01, 2014;Número;3549;Favorito;4102;Serie;036;Plan de premios;Secos
Paisita 1;abril 01, 2014;Número;3293;Favorito;0954
Paisita 2;abril 01, 2014;Número;9727;Favorito;6492
Pijao;abril 01, 2014;Número;7317;Favorito;8314
Play Four Dia;abril 01, 2014;Número;5332;Favorito;6705
Play Four Noche;abril 01, 2014;Número;8406;Favorito;8293
Astro Luna;abril 02, 2014;Número;5226;Favorito;7829;Signo;Cancer;Signo Favorito;Escorpion
Astro Sol;abril 02, 2014;Número;7185;Favorito;4967;Signo;Acuario;Signo Favorito;Sagitario
Cafeterito Noche;abril 02, 2014;Número;4359;Favorito;4812
Cafeterito Tarde;abril 02, 2014;Número;3179;Favorito;5041
Cash Dia;abril 02, 2014;Número;193;Favorito;9418
Cash Noche;abril 02, 2014;Número;385;Favorito;2310
Chontico Día;abril 02, 2014;Número;5516;Favorito;7895
Chontico Noche;abril 02, 2014;Número;2388;Favorito;9763
Cuyabrito;abril 02, 2014;Número;9737;Favorito;4308
Dorado Dia;abril 02, 2014;Número;4917;Favorito;1436
Dorado Tarde;abril 02, 2014;Número;8443;Favorito;8407
Manizales;abril 02, 2014;Número;5179;Favorito;2847;Serie;036;Plan de premios;Secos
Meta;abril 02, 2014;Número;9316;Favorito;5301;Serie;038;Plan de premios;Secos
Paisita 1;abril 02, 2014;Número;6554;Favorito;6095
Paisita 2;abril 02, 2014;Número;7686;Favorito;1492
Pijao;abril 02, 2014;Número;7405;Favorito;8314
Play Four Dia;abril 02, 2014;Número;4885;Favorito;8670
Play Four Noche;abril 02, 2014;Número;8018;Favorito;7293
Valle;abril 02, 2014;Número;9999;Favorito;7065;Serie;012;Plan de premios;Secos
Astro Luna;abril 03, 2014;Número;2110;Favorito;7829;Signo;Geminis;Signo Favorito;Escorpion
Astro Sol;abril 03, 2014;Número;3832;Favorito;4967;Signo;Leo;Signo Favorito;Sagitario
Bogotá;abril 03, 2014;Número;1756;Favorito;1925;Serie;190;Plan de premios;Secos
Cafeterito Noche;abril 03, 2014;Número;4614;Favorito;5812
Cafeterito Tarde;abril 03, 2014;Número;8730;Favorito;3541
Cash Dia;abril 03, 2014;Número;671;Favorito;0948
Cash Noche;abril 03, 2014;Número;858;Favorito;2310
Chontico Día;abril 03, 2014;Número;0349;Favorito;0785
Chontico Noche;abril 03, 2014;Número;0002;Favorito;9763
Dorado Dia;abril 03, 2014;Número;0403;Favorito;0146
Dorado Tarde;abril 03, 2014;Número;7035;Favorito;8407
Paisita 1;abril 03, 2014;Número;8642;Favorito;6095
Paisita 2;abril 03, 2014;Número;7110;Favorito;1492
Pijao;abril 03, 2014;Número;4382;Favorito;8314
Play Four Dia;abril 03, 2014;Número;3951;Favorito;8670
Play Four Noche;abril 03, 2014;Número;0657;Favorito;4293
Quindio;abril 03, 2014;Número;9850;Favorito;3967;Serie;017;Plan de premios;Secos
Astro Luna;abril 04, 2014;Número;4965;Favorito;7829;Signo;Acuario;Signo Favorito;Escorpion
Astro Sol;abril 04, 2014;Número;8502;Favorito;4967;Signo;Escorpion;Signo Favorito;Sagitario
Cafeterito Noche;abril 04, 2014;Número;7048;Favorito;6512
Cafeterito Tarde;abril 04, 2014;Número;6539;Favorito;3541
Cash Dia;abril 04, 2014;Número;139;Favorito;5048
Cash Noche;abril 04, 2014;Número;743;Favorito;4210
Chontico Día;abril 04, 2014;Número;8490;Favorito;2785
Chontico Noche;abril 04, 2014;Número;3009;Favorito;0763
Cuyabrito;abril 04, 2014;Número;2992;Favorito;4308
Dorado Dia;abril 04, 2014;Número;9877;Favorito;0146
Dorado Tarde;abril 04, 2014;Número;3328;Favorito;9407
Medellin;abril 04, 2014;Número;0965;Favorito;2381;Serie;257;Plan de premios;Secos
Paisita 1;abril 04, 2014;Número;1604;Favorito;6095
Paisita 2;abril 04, 2014;Número;6407;Favorito;1492
Pijao;abril 04, 2014;Número;5750;Favorito;8314
Play Four Dia;abril 04, 2014;Número;6274;Favorito;8670
Play Four Noche;abril 04, 2014;Número;7326;Favorito;4293
Risaralda;abril 04, 2014;Número;1938;Favorito;6049;Serie;109;Plan de premios;Secos
Astro Luna;abril 05, 2014;Número;8165;Favorito;7829;Signo;Libra;Signo Favorito;Escorpion
Astro Sol;abril 05, 2014;Número;8060;Favorito;4967;Signo;Escorpion;Signo Favorito;Sagitario
Boyaca;abril 05, 2014;Número;1498;Favorito;3524;Serie;169;Plan de premios;Secos
Cafeterito Noche;abril 05, 2014;Número;6731;Favorito;0652
Cafeterito Tarde;abril 05, 2014;Número;1001;Favorito;2354
Cash Dia;abril 05, 2014;Número;605;Favorito;7048
Cash Noche;abril 05, 2014;Número;193;Favorito;4210
Cauca;abril 05, 2014;Número;2708;Favorito;4259;Serie;066;Plan de premios;Secos
Chontico Día;abril 05, 2014;Número;7040;Favorito;2785
Chontico Noche;abril 05, 2014;Número;2069;Favorito;0763
Cuyabrito;abril 05, 2014;Número;6139;Favorito;4308
Dorado Dia;abril 05, 2014;Número;1266;Favorito;9014
Dorado Noche;abril 05, 2014;Número;2460;Favorito;9648
Dorado Tarde;abril 05, 2014;Número;4546;Favorito;9407
Paisa Lotto;abril 05, 2014;Número;4582;Favorito;5068
Paisita 1;abril 05, 2014;Número;7450;Favorito;1695
Paisita 2;abril 05, 2014;Número;9106;Favorito;1492
Pijao;abril 05, 2014;Número;6230;Favorito;8314
Play Four Dia;abril 05, 2014;Número;4220;Favorito;9867
Play Four Noche;abril 05, 2014;Número;9770;Favorito;4293
Astro Luna;abril 06, 2014;Número;2051;Favorito;7829;Signo;Virgo;Signo Favorito;Escorpion
Cafeterito Noche;abril 06, 2014;Número;3939;Favorito;0652
Cash Dia;abril 06, 2014;Número;058;Favorito;2704
Cash Noche;abril 06, 2014;Número;691;Favorito;9420
Chontico Noche;abril 06, 2014;Número;8234;Favorito;0763
Cuyabrito;abril 06, 2014;Número;8876;Favorito;4308
Dorado Noche;abril 06, 2014;Número;7704;Favorito;5968
Paisita 1;abril 06, 2014;Número;9504;Favorito;1695
Paisita 2;abril 06, 2014;Número;2225;Favorito;1492
Pijao;abril 06, 2014;Número;7661;Favorito;6834
Play Four Dia;abril 06, 2014;Número;1576;Favorito;3987
Play Four Noche;abril 06, 2014;Número;3378;Favorito;4293
Astro Luna;abril 07, 2014;Número;2231;Favorito;7829;Signo;Virgo;Signo Favorito;Escorpion
Astro Sol;abril 07, 2014;Número;9229;Favorito;3467;Signo;Aries;Signo Favorito;Sagitario
Cafeterito Noche;abril 07, 2014;Número;7590;Favorito;7652
Cafeterito Tarde;abril 07, 2014;Número;6708;Favorito;2354
Cash Dia;abril 07, 2014;Número;261;Favorito;2704
Cash Noche;abril 07, 2014;Número;694;Favorito;6920
Chontico Día;abril 07, 2014;Número;3687;Favorito;1285
Chontico Noche;abril 07, 2014;Número;9112;Favorito;0763
Cundinam;abril 07, 2014;Número;2990;Favorito;4237;Serie;034;Plan de premios;Secos
Cuyabrito;abril 07, 2014;Número;1437;Favorito;4308
Dorado Dia;abril 07, 2014;Número;8427;Favorito;9014
Dorado Tarde;abril 07, 2014;Número;8832;Favorito;9407
Paisita 1;abril 07, 2014;Número;2095;Favorito;7169
Paisita 2;abril 07, 2014;Número;3954;Favorito;3192
Pijao;abril 07, 2014;Número;8946;Favorito;9834
Play Four Dia;abril 07, 2014;Número;8710;Favorito;3987
Play Four Noche;abril 07, 2014;Número;0449;Favorito;5423
Tolima;abril 07, 2014;Número;1670;Favorito;3671;Serie;042;Plan de premios;Secos
Astro Luna;abril 08, 2014;Número;2470;Favorito;7829;Signo;Virgo;Signo Favorito;Escorpion
Astro Sol;abril 08, 2014;Número;9566;Favorito;8347;Signo;Tauro;Signo Favorito;Sagitario
Cafeterito Noche;abril 08, 2014;Número;9337;Favorito;3652
Cafeterito Tarde;abril 08, 2014;Número;2182;Favorito;6354
Cash Dia;abril 08, 2014;Número;637;Favorito;6204
Cash Noche;abril 08, 2014;Número;699;Favorito;7620
Chontico Día;abril 08, 2014;Número;0662;Favorito;3185
Chontico Noche;abril 08, 2014;Número;0003;Favorito;1076
Cruz Roja;abril 08, 2014;Número;3514;Favorito;1057;Serie;020;Plan de premios;Secos
Cuyabrito;abril 08, 2014;Número;5435;Favorito;4308
Dorado Dia;abril 08, 2014;Número;0846;Favorito;9014
Dorado Tarde;abril 08, 2014;Número;0709;Favorito;1407
Huila;abril 08, 2014;Número;5682;Favorito;8410;Serie;071;Plan de premios;Secos
Paisita 1;abril 08, 2014;Número;2526;Favorito;8719
Paisita 2;abril 08, 2014;Número;6997;Favorito;3192
Pijao;abril 08, 2014;Número;0218;Favorito;7934
Play Four Dia;abril 08, 2014;Número;2703;Favorito;2987
Play Four Noche;abril 08, 2014;Número;8723;Favorito;1542
Astro Luna;abril 09, 2014;Número;6005;Favorito;7829;Signo;Escorpion;Signo Favorito;Tauro
Astro Sol;abril 09, 2014;Número;5734;Favorito;1837;Signo;Capricornio;Signo Favorito;Sagitario
Cafeterito Noche;abril 09, 2014;Número;9333;Favorito;4652
Cafeterito Tarde;abril 09, 2014;Número;7107;Favorito;6354
Cash Dia;abril 09, 2014;Número;929;Favorito;6204
Cash Noche;abril 09, 2014;Número;687;Favorito;5620
Chontico Día;abril 09, 2014;Número;8473;Favorito;4185
Chontico Noche;abril 09, 2014;Número;4764;Favorito;1076
Cuyabrito;abril 09, 2014;Número;9205;Favorito;4308
Dorado Dia;abril 09, 2014;Número;8959;Favorito;8014
Dorado Tarde;abril 09, 2014;Número;1987;Favorito;3140
Manizales;abril 09, 2014;Número;0895;Favorito;2847;Serie;076;Plan de premios;Secos
Meta;abril 09, 2014;Número;2122;Favorito;5301;Serie;075;Plan de premios;Secos
Paisita 1;abril 09, 2014;Número;4481;Favorito;3879
Paisita 2;abril 09, 2014;Número;7963;Favorito;8192
Pijao;abril 09, 2014;Número;9502;Favorito;7934
Play Four Dia;abril 09, 2014;Número;2000;Favorito;2987
Play Four Noche;abril 09, 2014;Número;1416;Favorito;1542
Valle;abril 09, 2014;Número;8008;Favorito;7065;Serie;036;Plan de premios;Secos
Astro Luna;abril 10, 2014;Número;2876;Favorito;7829;Signo;Libra;Signo Favorito;Tauro
Astro Sol;abril 10, 2014;Número;1727;Favorito;5183;Signo;Capricornio;Signo Favorito;Sagitario
Bogotá;abril 10, 2014;Número;6591;Favorito;7925;Serie;177;Plan de premios;Secos
Cafeterito Noche;abril 10, 2014;Número;8236;Favorito;8452
Cafeterito Tarde;abril 10, 2014;Número;4418;Favorito;6354
Cash Dia;abril 10, 2014;Número;878;Favorito;6204
Cash Noche;abril 10, 2014;Número;721;Favorito;5620
Chontico Día;abril 10, 2014;Número;2930;Favorito;4185
Chontico Noche;abril 10, 2014;Número;3963;Favorito;1076
Dorado Dia;abril 10, 2014;Número;5960;Favorito;5814
Dorado Tarde;abril 10, 2014;Número;8055;Favorito;3140
Paisita 1;abril 10, 2014;Número;3118;Favorito;2379
Paisita 2;abril 10, 2014;Número;0175;Favorito;8192
Pijao;abril 10, 2014;Número;6797;Favorito;5934
Play Four Dia;abril 10, 2014;Número;7877;Favorito;5298
Play Four Noche;abril 10, 2014;Número;4156;Favorito;1542
Quindio;abril 10, 2014;Número;2108;Favorito;3967;Serie;002;Plan de premios;Secos
Astro Luna;abril 11, 2014;Número;6499;Favorito;4782;Signo;Aries;Signo Favorito;Tauro
Astro Sol;abril 11, 2014;Número;7159;Favorito;5183;Signo;Sagitario;Signo Favorito;Virgo
Cafeterito Noche;abril 11, 2014;Número;0378;Favorito;1452
Cafeterito Tarde;abril 11, 2014;Número;7790;Favorito;6354
Cash Dia;abril 11, 2014;Número;645;Favorito;6204
Cash Noche;abril 11, 2014;Número;723;Favorito;5620
Chontico Día;abril 11, 2014;Número;7027;Favorito;4185
Chontico Noche;abril 11, 2014;Número;9774;Favorito;1076
Cuyabrito;abril 11, 2014;Número;4823;Favorito;1408
Dorado Dia;abril 11, 2014;Número;8553;Favorito;5814
Dorado Tarde;abril 11, 2014;Número;7391;Favorito;8340
Medellin;abril 11, 2014;Número;1270;Favorito;2381;Serie;067;Plan de premios;Secos
Paisita 1;abril 11, 2014;Número;2662;Favorito;0379
Paisita 2;abril 11, 2014;Número;7783;Favorito;8192
Pijao;abril 11, 2014;Número;9776;Favorito;5934
Play Four Dia;abril 11, 2014;Número;1738;Favorito;1529
Play Four Noche;abril 11, 2014;Número;9479;Favorito;1542
Risaralda;abril 11, 2014;Número;7051;Favorito;6049;Serie;017;Plan de premios;Secos
Astro Luna;abril 12, 2014;Número;2606;Favorito;4782;Signo;Capricornio;Signo Favorito;Tauro
Astro Sol;abril 12, 2014;Número;9451;Favorito;2583;Signo;Leo;Signo Favorito;Virgo
Boyaca;abril 12, 2014;Número;9625;Favorito;1324;Serie;053;Plan de premios;Secos
Cafeterito Noche;abril 12, 2014;Número;2665;Favorito;9142
Cafeterito Tarde;abril 12, 2014;Número;8126;Favorito;9354
Cash Dia;abril 12, 2014;Número;235;Favorito;6204
Cash Noche;abril 12, 2014;Número;596;Favorito;8520
Cauca;abril 12, 2014;Número;4274;Favorito;0259;Serie;089;Plan de premios;Secos
Chontico Día;abril 12, 2014;Número;8031;Favorito;6485
Chontico Noche;abril 12, 2014;Número;2964;Favorito;1076
Cuyabrito;abril 12, 2014;Número;9538;Favorito;2140
Dorado Dia;abril 12, 2014;Número;3948;Favorito;2514
Dorado Noche;abril 12, 2014;Número;3528;Favorito;1596
Dorado Tarde;abril 12, 2014;Número;9710;Favorito;6834
Paisa Lotto;abril 12, 2014;Número;3167;Favorito;5068
Paisita 1;abril 12, 2014;Número;5774;Favorito;0379
Paisita 2;abril 12, 2014;Número;4936;Favorito;8192
Pijao;abril 12, 2014;Número;9233;Favorito;0594
Play Four Dia;abril 12, 2014;Número;5671;Favorito;4529
Play Four Noche;abril 12, 2014;Número;3417;Favorito;1542
Astro Luna;abril 13, 2014;Número;9396;Favorito;4782;Signo;Virgo;Signo Favorito;Tauro
Cafeterito Noche;abril 13, 2014;Número;3347;Favorito;9142
Cash Dia;abril 13, 2014;Número;317;Favorito;6204
Cash Noche;abril 13, 2014;Número;348;Favorito;4520
Chontico Noche;abril 13, 2014;Número;1832;Favorito;1076
Cuyabrito;abril 13, 2014;Número;1008;Favorito;2140
Dorado Noche;abril 13, 2014;Número;9330;Favorito;1596
Paisita 1;abril 13, 2014;Número;4247;Favorito;5039
Paisita 2;abril 13, 2014;Número;0795;Favorito;8192
Pijao;abril 13, 2014;Número;9346;Favorito;0594
Play Four Dia;abril 13, 2014;Número;2341;Favorito;4529
Play Four Noche;abril 13, 2014;Número;1723;Favorito;1542
Astro Luna;abril 14, 2014;Número;4879;Favorito;4782;Signo;Piscis;Signo Favorito;Tauro
Astro Sol;abril 14, 2014;Número;2794;Favorito;2583;Signo;Libra;Signo Favorito;Virgo
Cafeterito Noche;abril 14, 2014;Número;1099;Favorito;0142
Cafeterito Tarde;abril 14, 2014;Número;3851;Favorito;9354
Cash Dia;abril 14, 2014;Número;182;Favorito;3604
Cash Noche;abril 14, 2014;Número;338;Favorito;4520
Chontico Día;abril 14, 2014;Número;6868;Favorito;9645
Chontico Noche;abril 14, 2014;Número;8230;Favorito;5176
Cundinam;abril 14, 2014;Número;1065;Favorito;4237;Serie;107;Plan de premios;Secos
Cuyabrito;abril 14, 2014;Número;6078;Favorito;2140
Dorado Dia;abril 14, 2014;Número;9306;Favorito;2514
Dorado Tarde;abril 14, 2014;Número;1519;Favorito;6834
Paisita 1;abril 14, 2014;Número;9823;Favorito;6509
Paisita 2;abril 14, 2014;Número;9488;Favorito;0192
Pijao;abril 14, 2014;Número;5547;Favorito;0594
Play Four Dia;abril 14, 2014;Número;8255;Favorito;6429
Play Four Noche;abril 14, 2014;Número;2865;Favorito;0142
Tolima;abril 14, 2014;Número;4149;Favorito;3671;Serie;076;Plan de premios;Secos
Astro Luna;abril 15, 2014;Número;0801;Favorito;4782;Signo;Leo;Signo Favorito;Tauro
Astro Sol;abril 15, 2014;Número;0283;Favorito;0258;Signo;Geminis;Signo Favorito;Virgo
Cafeterito Noche;abril 15, 2014;Número;1793;Favorito;0142
Cafeterito Tarde;abril 15, 2014;Número;0327;Favorito;9354
Cash Dia;abril 15, 2014;Número;131;Favorito;3604
Cash Noche;abril 15, 2014;Número;794;Favorito;9520
Chontico Día;abril 15, 2014;Número;6156;Favorito;2945
Chontico Noche;abril 15, 2014;Número;5389;Favorito;5176
Cruz Roja;abril 15, 2014;Número;1064;Favorito;1057;Serie;057;Plan de premios;Secos
Cuyabrito;abril 15, 2014;Número;9761;Favorito;9240
Dorado Dia;abril 15, 2014;Número;4232;Favorito;7514
Dorado Tarde;abril 15, 2014;Número;1011;Favorito;6834
Huila;abril 15, 2014;Número;2127;Favorito;8410;Serie;006;Plan de premios;Secos
Paisita 1;abril 15, 2014;Número;0202;Favorito;6509
Paisita 2;abril 15, 2014;Número;9772;Favorito;4019
Pijao;abril 15, 2014;Número;2015;Favorito;1094
Play Four Dia;abril 15, 2014;Número;6425;Favorito;6429
Play Four Noche;abril 15, 2014;Número;5771;Favorito;8042
Astro Luna;abril 16, 2014;Número;2322;Favorito;3478;Signo;Geminis;Signo Favorito;Tauro
Astro Sol;abril 16, 2014;Número;3543;Favorito;0258;Signo;Escorpion;Signo Favorito;Virgo
Cafeterito Noche;abril 16, 2014;Número;7411;Favorito;6042
Cafeterito Tarde;abril 16, 2014;Número;8513;Favorito;2954
Cash Dia;abril 16, 2014;Número;936;Favorito;9304
Cash Noche;abril 16, 2014;Número;941;Favorito;9520
Chontico Día;abril 16, 2014;Número;3105;Favorito;3294
Chontico Noche;abril 16, 2014;Número;0574;Favorito;5176
Cuyabrito;abril 16, 2014;Número;1945;Favorito;9240
Dorado Dia;abril 16, 2014;Número;2775;Favorito;9714
Dorado Tarde;abril 16, 2014;Número;1870;Favorito;6834
Manizales;abril 16, 2014;Número;8998;Favorito;3247;Serie;094;Plan de premios;Secos
Meta;abril 16, 2014;Número;1844;Favorito;5301;Serie;005;Plan de premios;Secos
Paisita 1;abril 16, 2014;Número;9956;Favorito;1509
Paisita 2;abril 16, 2014;Número;9359;Favorito;7401
Pijao;abril 16, 2014;Número;3207;Favorito;1094
Play Four Dia;abril 16, 2014;Número;1580;Favorito;6429
Play Four Noche;abril 16, 2014;Número;0475;Favorito;8042
Valle;abril 16, 2014;Número;2730;Favorito;4765;Serie;080;Plan de premios;Secos
Astro Luna;abril 17, 2014;Número;2334;Favorito;0378;Signo;Cancer;Signo Favorito;Tauro
Cafeterito Noche;abril 17, 2014;Número;1381;Favorito;6042
Cash Dia;abril 17, 2014;Número;581;Favorito;9304
Cash Noche;abril 17, 2014;Número;958;Favorito;9520
Chontico Noche;abril 17, 2014;Número;5129;Favorito;5176
Paisita 1;abril 17, 2014;Número;5863;Favorito;1509
Paisita 2;abril 17, 2014;Número;0020;Favorito;3741
Pijao;abril 17, 2014;Número;4948;Favorito;1094
Play Four Dia;abril 17, 2014;Número;3935;Favorito;6429
Play Four Noche;abril 17, 2014;Número;3878;Favorito;6042
Cafeterito Noche;abril 18, 2014;Número;6209;Favorito;6042
Cash Dia;abril 18, 2014;Número;149;Favorito;8304
Cash Noche;abril 18, 2014;Número;306;Favorito;9520
Chontico Noche;abril 18, 2014;Número;2510;Favorito;5176
Cuyabrito;abril 18, 2014;Número;8325;Favorito;9240
Paisita 1;abril 18, 2014;Número;9621;Favorito;8509
Paisita 2;abril 18, 2014;Número;9761;Favorito;6374
Pijao;abril 18, 2014;Número;5878;Favorito;1094
Play Four Dia;abril 18, 2014;Número;7337;Favorito;6429
Play Four Noche;abril 18, 2014;Número;8115;Favorito;6042
Astro Luna;abril 19, 2014;Número;3026;Favorito;0378;Signo;Virgo;Signo Favorito;Tauro
Astro Sol;abril 19, 2014;Número;9210;Favorito;6258;Signo;Capricornio;Signo Favorito;Virgo
Cafeterito Noche;abril 19, 2014;Número;2634;Favorito;8602
Cafeterito Tarde;abril 19, 2014;Número;5548;Favorito;2954
Cash Dia;abril 19, 2014;Número;551;Favorito;8304
Cash Noche;abril 19, 2014;Número;380;Favorito;7952
Cauca;abril 19, 2014;Número;0846;Favorito;0259;Serie;053;Plan de premios;Secos
Chontico Día;abril 19, 2014;Número;3760;Favorito;3294
Chontico Noche;abril 19, 2014;Número;9933;Favorito;5176
Cuyabrito;abril 19, 2014;Número;0780;Favorito;6924
Dorado Dia;abril 19, 2014;Número;0310;Favorito;9714
Dorado Noche;abril 19, 2014;Número;2784;Favorito;1596
Dorado Tarde;abril 19, 2014;Número;7939;Favorito;6834
Medellin;abril 19, 2014;Número;1548;Favorito;9231;Serie;137;Plan de premios;Secos
Paisa Lotto;abril 19, 2014;Número;0275;Favorito;1068
Paisita 1;abril 19, 2014;Número;3347;Favorito;8509
Paisita 2;abril 19, 2014;Número;1747;Favorito;5634
Pijao;abril 19, 2014;Número;0133;Favorito;1094
Play Four Dia;abril 19, 2014;Número;9922;Favorito;3649
Play Four Noche;abril 19, 2014;Número;5011;Favorito;6042
Risaralda;abril 19, 2014;Número;1844;Favorito;7609;Serie;096;Plan de premios;Secos
Astro Luna;abril 20, 2014;Número;5634;Favorito;0378;Signo;Sagitario;Signo Favorito;Tauro
Cafeterito Noche;abril 20, 2014;Número;0439;Favorito;8602
Cash Dia;abril 20, 2014;Número;765;Favorito;8304
Cash Noche;abril 20, 2014;Número;727;Favorito;3952
Chontico Noche;abril 20, 2014;Número;4788;Favorito;5176
Cuyabrito;abril 20, 2014;Número;6678;Favorito;6924
Dorado Noche;abril 20, 2014;Número;3799;Favorito;2156
Paisita 1;abril 20, 2014;Número;8582;Favorito;8509
Paisita 2;abril 20, 2014;Número;4271;Favorito;5634
Pijao;abril 20, 2014;Número;0969;Favorito;2104
Play Four Dia;abril 20, 2014;Número;6896;Favorito;8349
Play Four Noche;abril 20, 2014;Número;1903;Favorito;6042
Astro Luna;abril 21, 2014;Número;1016;Favorito;0378;Signo;Virgo;Signo Favorito;Tauro
Astro Sol;abril 21, 2014;Número;3633;Favorito;6258;Signo;Capricornio;Signo Favorito;Virgo
Cafeterito Noche;abril 21, 2014;Número;0549;Favorito;8602
Cafeterito Tarde;abril 21, 2014;Número;2975;Favorito;0294
Cash Dia;abril 21, 2014;Número;859;Favorito;8304
Cash Noche;abril 21, 2014;Número;734;Favorito;3952
Chontico Día;abril 21, 2014;Número;6936;Favorito;3294
Chontico Noche;abril 21, 2014;Número;1807;Favorito;2516
Cundinam;abril 21, 2014;Número;4104;Favorito;9237;Serie;098;Plan de premios;Secos
Cuyabrito;abril 21, 2014;Número;9566;Favorito;7924
Dorado Dia;abril 21, 2014;Número;2277;Favorito;3914
Dorado Tarde;abril 21, 2014;Número;0248;Favorito;2634
Paisita 1;abril 21, 2014;Número;6507;Favorito;8509
Paisita 2;abril 21, 2014;Número;3940;Favorito;5634
Pijao;abril 21, 2014;Número;6955;Favorito;2104
Play Four Dia;abril 21, 2014;Número;8638;Favorito;1349
Play Four Noche;abril 21, 2014;Número;0142;Favorito;9604
Tolima;abril 21, 2014;Número;7794;Favorito;3671;Serie;054;Plan de premios;Secos
Astro Luna;abril 22, 2014;Número;4618;Favorito;5037;Signo;Piscis;Signo Favorito;Tauro
Astro Sol;abril 22, 2014;Número;0316;Favorito;7258;Signo;Cancer;Signo Favorito;Virgo
Cafeterito Noche;abril 22, 2014;Número;1932;Favorito;5860
Cafeterito Tarde;abril 22, 2014;Número;2085;Favorito;0294
Cash Dia;abril 22, 2014;Número;883;Favorito;7804
Cash Noche;abril 22, 2014;Número;702;Favorito;1395
Chontico Día;abril 22, 2014;Número;4906;Favorito;3294
Chontico Noche;abril 22, 2014;Número;7206;Favorito;4251
Cruz Roja;abril 22, 2014;Número;3245;Favorito;3107;Serie;078;Plan de premios;Secos
Cuyabrito;abril 22, 2014;Número;4228;Favorito;7924
Dorado Dia;abril 22, 2014;Número;8595;Favorito;3914
Dorado Tarde;abril 22, 2014;Número;2728;Favorito;2634
Huila;abril 22, 2014;Número;2235;Favorito;8410;Serie;056;Plan de premios;Secos
Paisita 1;abril 22, 2014;Número;4309;Favorito;4850
Paisita 2;abril 22, 2014;Número;2805;Favorito;8634
Pijao;abril 22, 2014;Número;7399;Favorito;2104
Play Four Dia;abril 22, 2014;Número;3381;Favorito;0349
Play Four Noche;abril 22, 2014;Número;0451;Favorito;9604
Astro Luna;abril 23, 2014;Número;9448;Favorito;5037;Signo;Acuario;Signo Favorito;Tauro
Astro Sol;abril 23, 2014;Número;8288;Favorito;9725;Signo;Geminis;Signo Favorito;Virgo
Cafeterito Noche;abril 23, 2014;Número;2129;Favorito;5860
Cafeterito Tarde;abril 23, 2014;Número;5432;Favorito;6094
Cash Dia;abril 23, 2014;Número;634;Favorito;2780
Cash Noche;abril 23, 2014;Número;520;Favorito;1395
Chontico Día;abril 23, 2014;Número;3116;Favorito;3294
Chontico Noche;abril 23, 2014;Número;5166;Favorito;4251
Cuyabrito;abril 23, 2014;Número;2177;Favorito;3924
Dorado Dia;abril 23, 2014;Número;6900;Favorito;3914
Dorado Tarde;abril 23, 2014;Número;1302;Favorito;7634
Manizales;abril 23, 2014;Número;6344;Favorito;1327;Serie;022;Plan de premios;Secos
Meta;abril 23, 2014;Número;7216;Favorito;5301;Serie;012;Plan de premios;Secos
Paisita 1;abril 23, 2014;Número;2721;Favorito;4850
Paisita 2;abril 23, 2014;Número;5615;Favorito;8634
Pijao;abril 23, 2014;Número;3542;Favorito;6104
Play Four Dia;abril 23, 2014;Número;2196;Favorito;0349
Play Four Noche;abril 23, 2014;Número;6378;Favorito;9604
Valle;abril 23, 2014;Número;0072;Favorito;4765;Serie;042;Plan de premios;Secos
Astro Luna;abril 24, 2014;Número;8757;Favorito;9503;Signo;Capricornio;Signo Favorito;Tauro
Astro Sol;abril 24, 2014;Número;6798;Favorito;9725;Signo;Escorpion;Signo Favorito;Virgo
Bogotá;abril 24, 2014;Número;8491;Favorito;7925;Serie;041;Plan de premios;Secos
Cafeterito Noche;abril 24, 2014;Número;1621;Favorito;5860
Cafeterito Tarde;abril 24, 2014;Número;4813;Favorito;6094
Cash Dia;abril 24, 2014;Número;387;Favorito;6280
Cash Noche;abril 24, 2014;Número;148;Favorito;1395
